Gene	b0359	s0018	s0107	s0183	b0318	b0383	b0499	s0026	s0060	s0104	s0200	b0370	s0025	s0109	s0190	b0326	b0404	b0502	s0035	s0067	s0138	s0201	b0251	b0387	s0042	s0116	s0204	b0334	b0512	s0037	s0071	s0141	s0205	b0305	b0394	s0080	s0136	s0210	b0339	b0427	b0515	s0040	s0077	s0154	b0327	b0421	s0087	s0146	s0229	b0340	b0428	b0521	s0046	s0084	s0162	b0336	b0551	s0100	s0175	b0165	b0341	b0433	b0566	s0047	s0086	s0168	b0338	s0004	s0101	s0176	b0241	b0374	b0434	s0006	s0050	s0088	s0170	b0344	s0013	s0106	s0181	b0243	b0382	b0494	s0019	s0059	s0103	s0177	b0626	s0001	s1511	b0671	b0627	s1551	b0504	b0672	s0055	s1616	b0679	s0350	b0252	b0542	b0694	b0519	b0565	b0772	b0554	b0664	b0244	b0574	b0556	b0667	s0132	b0354	b0629	s0033	b0668	s0195
TTYH1	4.75018	-0.149305	-0.164797	-0.133233	-0.283685	-0.15453	0.265461	0.232126	-0.135255	0.330929	0.096803	-0.11183	0.099625	-0.158014	0.501159	-0.147567	-0.236435	-0.080413	-0.171671	0.045485	2.873266	3.980313	0.1973	0.122524	-0.068078	-0.189992	0.069331	-0.128261	-0.068034	-0.017653	0.558995	-0.030184	0.203496	3.576951	0.856814	-0.423244	2.826322	1.18931	-0.154656	0.038219	-0.26475	-0.308332	0.184822	-0.153427	0.663586	-0.112899	0.366078	-0.099077	-0.089417	0.013546	-0.123718	0.077769	-0.201045	-0.117747	-0.061686	0.334348	0.06041	-0.224521	0.19493	-0.071799	-0.181821	3.068768	-0.241291	-0.093353	-0.191561	-0.002793	1.800572	-0.095657	0.130233	0.341696	-0.264793	-0.104782	0.024743	0.186037	-0.045769	-0.107351	-0.195548	0.875997	2.667453	-0.043249	-0.03998	0.068625	0.492632	1.086348	0.292593	-0.040229	-0.079922	0.091129	-0.093047	-0.003178	0.033954	0.009968	0.058794	-0.095789	1.048129	0.083551	0.088068	2.084375	-0.061144	0.046124	-0.106129	0.094806	0.457474	0.214611	-0.053394	0.696206	3.274853	-0.064949	3.382236	-0.073739	-0.182799	3.61284	-0.209641	0.351215	-0.11141	0.002793	-0.259751	3.714786
NKAIN1	-0.5943985	1.3012595	-0.3744375	0.0821745	-0.1014675	3.4628275	0.2172195	-0.2000765	2.3417105	1.4280735	-0.0975905	-0.2129195	0.5557115	0.2251855	2.1331875	2.3274355	0.0804435	-0.3163195	0.6239055	-0.2550805	-0.2125205	-0.2378355	1.5373985	0.0041065	-0.5098995	1.0741415	0.1258695	0.4416085	0.0283145	-0.0041065	-0.4330345	1.7503935	0.2937475	-0.5361435	-0.7867175	0.0546565	-0.8002775	-0.4963245	0.3907005	-0.1714925	-0.5550565	1.6573875	0.4691305	1.8847795	-0.6346665	-0.7566165	0.8889845	-0.5898285	-0.8163695	0.1313055	0.0232805	-0.2189985	-0.0353905	-0.4058635	0.7729495	0.0666865	-0.5114805	1.0063505	-0.7096205	0.0209245	1.6284915	-0.3954065	-0.2039685	0.5247245	0.7392105	-0.3079735	-0.6342215	-0.8033425	-0.4947115	-0.4862075	0.6361465	0.6060755	0.8738365	0.2633275	2.5961025	1.3136965	3.4518815	-0.2825795	-0.6716735	0.4041045	-0.3959045	-0.4887015	-0.6780975	-0.4124195	0.7142835	-0.2254925	0.3988655	-0.1932635	-0.3551455	0.7613495	-0.4510655	-0.4352885	0.3228365	0.2762385	-0.5586385	-0.7090385	0.8549625	0.0122395	-0.2213275	1.2677575	-0.1231415	0.1138235	0.5325785	-0.5333485	0.6407875	-0.6247155	-0.5759175	-0.1002705	-0.0995985	-0.6489775	0.2478295	-0.4791875	0.8206715	-0.5633575	0.3059165	0.1537565	3.7959695	-0.7520685
C1GALT1	0.2544395	0.8851725	-1.1255985	0.8655015	-0.6156085	-0.1988185	1.7637255	-0.9950595	-0.5948635	-0.8862515	-0.2082365	0.2081755	0.0587745	-0.3843205	0.0439335	-0.6883685	-0.8802765	1.2397165	-1.3144015	-0.8461235	1.1754005	0.4919885	-1.2391635	1.3837265	0.5732025	0.0493635	-1.2832715	-0.2330215	-0.3943535	-0.8754915	2.1272375	0.1183785	0.7256105	0.5921325	0.8697565	-0.2186115	1.0714735	1.3776775	-0.1794395	0.1844205	1.4451945	0.5150025	-0.8396225	-1.0050455	1.0157145	-0.2519925	-0.9437815	-0.1670305	2.3196065	-0.5930175	0.0102315	-0.7781975	1.2270355	0.1393505	-0.1955075	-0.4117895	0.3270955	-0.9299825	0.9693385	0.4721985	-0.0118385	1.0666235	0.0311965	0.1093075	-0.9718705	-0.8702675	0.1410005	1.7298815	1.8574315	1.4014035	0.9118745	1.1262615	-0.4880095	-1.0374395	-0.4757315	-0.1329385	-1.2436805	-0.7996685	-0.2538305	-0.3066015	-0.1460285	-0.2946365	0.4614345	-0.2364885	-0.8999045	-0.0895145	0.3688725	-1.2291355	-0.3800075	-0.0809445	0.9295595	1.2263555	-0.7866935	0.3864275	0.4946975	1.0352565	0.7608115	1.9879565	0.0938415	-0.0373865	-0.7933585	0.9547665	-0.0102315	-1.0062325	-0.8781095	0.1307105	1.2517545	1.1697455	2.0429915	0.6969705	-0.1721085	3.9052615	-0.3948455	-0.9110835	-1.3562955	0.2899995	-0.0870725	0.5093105
RAI2	-0.41716	-0.934411	1.174695	1.450783	-0.809147	-1.050628	-0.127306	1.31487	-0.203707	0.788016	-0.936191	-0.453226	2.34315	-1.129374	-1.093414	-0.462057	3.1393	-0.741822	2.553386	-0.342312	-0.21502	-1.199678	-1.820828	-1.068543	-0.294716	0.934018	-1.222501	-0.628753	-0.102943	2.39849	-0.025122	-0.288491	0.405396	-1.027072	0.427757	1.542063	-1.164767	-1.545915	1.783852	-0.90951	-0.807848	-0.128344	2.441484	2.265195	-1.564009	0.112468	0.09206	3.028808	-0.212154	-0.578038	0.971276	3.25801	-0.550298	-1.030924	1.785987	-0.319132	-0.339641	2.543744	-0.091574	0.087429	1.117226	-1.533364	2.678541	0.651121	1.539682	-0.645443	0.096562	0.185218	-1.769702	-0.913131	1.558011	1.651192	1.024292	-1.2787	0.162042	2.183779	2.397423	0.149784	-1.154199	0.569315	-1.30593	0.347172	-0.611398	-1.77509	0.072569	0.486623	1.480637	-0.775383	-0.670056	-1.765246	2.322071	0.320382	0.556435	0.863263	-1.856077	-0.348217	1.096826	-2.418147	0.088174	-0.844485	-0.674006	-1.561472	2.230935	0.102885	2.059804	1.728755	0.402014	0.104096	-1.562873	-0.177326	0.025122	-1.01214	0.73318	0.770403	1.146002	1.857563	1.851349	-1.445691
TMEM70	0.4385485	-0.2933415	-0.7579815	1.0295495	-0.1358725	0.0011665	-0.1241215	-0.5053055	-0.2879955	-0.2981165	-1.3006075	1.0090245	0.1057755	0.6497305	1.3063955	0.2717345	-0.6047845	-0.4370585	-0.0909205	-0.4184185	0.1819625	-1.1580245	-2.8922695	-0.3253475	-0.3217955	0.2944685	0.8056575	0.0322445	0.3999535	-0.0011665	0.4255455	0.2783885	0.0107685	0.4737615	-0.1560675	0.6775715	0.4040575	-0.2205985	-0.6248775	0.9938245	-0.4510205	-0.2573845	-0.3462685	-0.6556125	0.2611485	0.1267755	-1.2638015	-0.4679335	0.8902775	0.3708155	-0.5808385	0.1517465	-0.1006435	0.7463905	-0.5262765	1.1725645	0.5461495	-0.3439535	1.4179805	-0.9174645	-0.4962505	0.3375545	-0.1787025	-0.3799085	-0.0850775	-0.4632385	0.3487955	1.0222875	0.4917315	-1.0558565	-0.4188535	0.5005775	-0.6828595	-1.4421185	-0.3724545	0.6656605	-0.3417425	-0.3544365	0.7259195	0.1917715	-1.0748315	-1.6602175	-0.6501855	0.7844675	1.1135365	-0.9059395	-0.5002565	0.5368545	0.6628385	1.1597325	0.1477585	0.5580765	-0.1790995	-2.5136035	0.8510165	0.5600225	1.2251625	-0.1867915	-0.1944815	1.2244105	-3.3731815	0.8070285	0.6920135	1.1790075	0.7199475	-0.7402715	1.0171325	0.2846305	-1.2241995	-0.6044255	-1.0280485	0.8713895	0.7217745	-0.4272315	0.3598115	-0.0025755	1.3526835	1.1749865
EGFL6	1.1975645	1.1163035	0.0237725	1.6479165	-0.5705325	-1.0118835	-0.6046145	-0.0717055	-0.8103455	0.1060965	-1.2004895	-0.1448095	-0.8269825	1.3073635	0.2299455	-0.4629895	0.1403145	0.1552445	-0.6276745	-0.9143295	-0.9548865	0.2720785	-0.6823965	2.9936635	1.7454675	3.2689785	-0.8311795	0.1193805	-0.1694335	-0.0795815	3.2836295	-0.8902715	0.0912495	0.0172725	0.6393775	0.9036665	0.5291965	0.3259045	-0.7224395	0.7768375	2.8477175	-0.6894925	-0.2199645	-0.3788925	0.7879015	-0.4937135	2.2035845	-0.6631545	2.0751475	0.4403585	-0.6623855	-0.0007875	0.8772875	2.7411495	-0.5395865	0.7342585	-0.1527915	-0.4141075	2.5998415	-0.5412475	-0.4839195	2.7394685	1.4150885	-1.0607715	-0.5212445	-0.7401065	1.1082705	2.3687455	0.4076815	-0.3689895	0.7952025	0.2423505	0.8071565	-1.0246825	-0.6789325	-0.1764215	-0.7968195	2.6165565	-0.1703615	-0.4009295	0.0449435	-0.0789445	1.4534135	2.6731765	-0.1624305	0.8332245	-0.0048845	-0.1936415	0.5369285	1.7250795	1.4821645	-0.8928255	-0.2301445	-0.8738685	2.5374065	1.3901385	-0.1227985	-0.4907925	-0.6705055	-0.4291905	-0.8531025	-0.0226745	-0.2116235	0.7783035	-0.8938295	1.1586355	1.9702115	0.7555815	0.0007875	1.6171555	-0.0717055	1.2911055	-0.8303185	1.0669205	-0.9828835	-0.5356095	0.3861665	1.8167175
C7orf63	-0.6275635	0.6019205	1.4469635	-0.7437025	-0.0600375	-0.6252545	0.4175985	1.5641915	-0.4336295	0.1957685	0.5008845	1.2757465	0.5553915	-0.0967515	-0.2262485	0.1863735	2.1241555	-0.4251495	2.0056325	-0.1300235	-0.7856315	-0.2036245	0.0923585	-0.6172605	-0.3084455	-0.5242455	0.1420985	1.0240025	-0.3552075	0.8513905	-0.4445175	0.4774545	1.4517425	-0.1623325	0.1771665	2.2342805	-0.8161585	-0.8451135	-0.2809595	-0.7762005	-0.9807965	0.6410525	1.8133715	0.5965595	-0.8836775	1.5681535	-0.5298965	1.5272115	-0.4774625	0.2909305	0.2837915	0.9322345	0.5103685	-0.7940875	0.9216155	0.2507345	-0.1303905	0.2282955	-0.6214815	-0.0191815	0.5913055	-0.7439415	0.9836465	0.9403165	1.1705775	1.4800815	-0.1348185	0.0094035	-0.3652835	-0.5254185	1.0264315	0.7353995	-0.1670245	0.0777365	-0.0275495	-0.2843525	0.8570525	-0.6980515	-0.8202305	0.2270435	-0.4470275	-0.1492385	-0.1906125	-0.5996485	-0.1418205	0.2331475	0.8261465	-0.2710015	0.3093355	0.2539175	0.6581425	1.1913715	0.4864515	2.7542845	-0.5189095	-0.5640135	-0.5804455	-0.6169775	0.5873935	-0.0890705	-0.7279395	1.8663655	-0.2393675	0.4732475	0.2324355	1.8300325	-0.2937555	-0.0528445	-0.6478155	-0.0094035	-0.0853025	-0.4318035	0.9083645	-0.7245945	0.7102755	0.8077695	0.1104195	-0.7176605
C20orf103	-1.2755065	-0.6300365	0.2023625	-0.7738935	0.8620015	-1.0868125	-0.6813035	0.4046975	1.2071385	0.9029365	-0.5239255	0.7887955	-0.7046635	-0.0376795	-0.5719465	-0.6075215	1.1744025	-0.3601005	0.7917685	0.8203385	-0.4665155	-0.1632025	-0.0106365	-0.8071845	-0.3404545	0.6502885	-0.8582765	1.2041505	-0.1827335	1.4437685	-0.1399555	0.8909685	1.5561895	-0.8171885	-0.8249065	1.0871455	-1.0656895	-1.1370425	-0.9308025	-0.7262285	-0.6309545	0.6444635	0.6939215	-0.7687135	-1.2222835	0.8217085	0.0092105	0.8054765	-0.6020975	-0.6784245	0.3301685	2.2816455	0.9212875	-0.4993345	1.3238725	-0.1852315	-0.8515295	1.4598055	0.4553075	0.3662415	-0.3819255	-0.6424045	1.2707595	-0.7539885	1.9813625	0.7256155	0.1300735	0.2746765	0.7299875	-1.1472435	0.9180235	0.4610715	-0.0092105	-0.6432005	-0.5636015	0.5619635	0.3199975	0.2038325	-1.0513425	1.5629125	-0.4096025	-0.1680145	-0.5500415	-0.3463785	0.4752685	0.3885415	0.2189155	-0.3765595	-0.4703365	-1.2155625	-0.1815575	-0.7390935	0.4156395	-0.1739625	-0.2676045	-0.4251245	0.9579195	-1.0905065	1.9273105	0.4395395	0.2913135	0.4590135	0.4692615	0.4931375	1.2040965	0.6686535	0.7935455	1.7201065	-0.8629105	-0.5069065	0.1192895	-0.9896425	-0.4109735	1.6737885	0.0318985	0.1169055	1.8350335	-0.5898165
C3orf52	-0.433973	-0.557651	-0.211289	-0.767695	1.709019	-0.312395	-0.271671	0.346781	0.048119	0.011972	0.938287	-1.054164	-0.413373	0.074101	-0.770055	2.873896	0.120028	0.258968	-0.636639	2.230899	-0.7109	-0.412707	-0.223411	-0.065883	-0.777307	1.120074	1.163207	0.057588	1.4399	1.093212	-0.113256	1.351681	0.646973	-0.621551	-1.00599	-0.46432	-0.041162	0.217101	1.832248	0.002661	-0.746631	0.296163	0.049727	-0.624927	-0.198307	2.118005	-1.233412	2.576533	-0.505419	-0.124418	1.49138	1.184262	0.160971	-0.380492	-0.676477	-1.062906	0.047107	2.150628	-0.537348	0.169357	1.880856	-0.423537	0.355573	-0.913244	-0.16963	-0.109716	-0.570515	-0.621778	-0.612334	-0.809746	0.745321	1.450775	0.71079	1.240986	0.508347	2.084055	0.757131	-0.638972	-0.239596	-0.432537	-0.566677	0.181734	-0.759652	-0.158133	0.343157	-0.53835	0.834624	-0.511076	-0.286801	-0.002166	-0.716854	0.876048	0.052928	0.671744	-0.335901	0.546851	0.436722	-0.355297	-0.050848	1.232246	0.0353	0.242811	-0.981019	0.299401	-0.883228	1.209866	-0.660181	0.493651	-0.146955	-0.671679	0.083814	0.099348	-1.129678	0.175234	1.727259	0.458876	-0.009501	0.002166
C1orf116	1.9265655	-0.0314795	-0.8890595	-1.1836345	-0.4488725	0.0356385	-1.0149745	3.0419505	-1.0142435	0.0106365	1.0795105	0.7823975	-0.5397315	0.5002035	0.8309905	-0.4248675	-0.1068155	-0.8269005	2.4901495	-1.1346265	-0.5508005	2.1386895	-0.9207465	2.4408105	-0.4706375	1.0739205	-0.1061365	-0.8811135	-0.8718465	1.7779355	0.7366375	-1.2327455	0.6971015	1.8566195	1.9978525	-0.1952415	2.2114995	-0.3825395	-1.0351525	-0.7532395	-0.6359075	-0.9875355	1.6962945	1.8701705	1.5275005	0.3734785	2.0226775	1.7644925	0.2367695	0.4751955	-0.3357605	-0.5269445	-0.2444595	1.7639555	-0.4410705	-0.4689715	2.8185395	0.3830415	1.0343075	0.1175395	-0.2119555	2.9659725	-0.9368455	-0.7029885	0.1720765	-0.3500025	2.0636725	0.8500805	3.9475895	2.9543625	0.4715235	-0.7673395	-0.5649215	-0.1148345	-0.8575555	0.4044095	-0.5224905	0.3703885	2.5538445	-0.3005175	1.0068305	0.9851825	-0.0822345	-0.6699105	-0.9323875	0.2635225	-0.3238125	-0.4939215	-1.1602355	-1.0846645	1.5313875	1.1340045	0.0861545	2.4879935	-0.0106365	-0.3117585	-0.6234995	-0.1573095	2.2440225	-0.7016035	0.5932995	-1.2550735	4.8406275	2.2399625	-1.0682605	1.1643805	1.2857325	1.4476805	1.1702275	-0.3371235	-0.8601075	0.4626445	3.3747075	-0.0988475	-1.0360645	-0.5427045	-0.5726215	0.1950455
RAD54B	0.124153	-0.816481	-0.62124	2.162565	-0.520082	0.826509	0.017243	-0.340195	-0.82812	-0.297265	-1.263912	1.284466	0.946824	1.181142	0.204689	-0.436019	-0.763966	0.563573	0.376432	-0.419335	-0.806683	0.014859	-0.435744	0.029252	0.192081	1.18631	2.06791	1.449339	0.25043	-0.132278	-0.022862	1.330925	0.320569	0.17339	-0.755124	-0.079346	0.310549	1.103361	-0.657667	2.523276	-0.444167	-0.483522	-0.276405	-0.583368	0.001448	0.161794	-0.919996	-0.529495	0.979538	0.733221	0.061654	-0.631535	-0.708191	0.557945	-0.831614	0.343872	-0.369407	-0.471401	1.428051	-0.663162	-0.773225	-0.217257	-0.845358	-0.832542	-0.767472	0.431272	0.270778	-0.044667	1.348132	-1.349831	-1.002694	-0.705752	-1.171149	0.768383	-0.460388	-0.001448	-0.496224	-0.746654	0.577762	0.06842	0.12458	-0.245448	0.083072	1.171607	1.567939	-0.567155	-0.016376	-0.359835	-1.689686	0.89265	0.722078	-0.363646	-0.741141	-0.339605	0.729942	0.8958	2.186631	0.69423	-0.344162	0.855759	-0.404697	0.873513	-0.804606	-0.678393	-0.67436	-0.540373	0.011161	0.564972	0.174843	-0.696651	1.234348	0.636314	1.531337	0.99149	0.43181	-1.09727	0.440125	1.115526
ANKRD57	-0.1768235	0.7884635	-0.3564105	0.1735035	-0.3894745	0.0496575	-0.9666845	0.6875345	0.7831205	0.1313075	0.9985365	-0.1384135	-0.8940325	-1.6274625	0.2788125	0.6411265	-0.2361145	-0.7035875	-0.2402555	-1.3756635	-1.9422315	-0.7560075	-1.0295705	-0.5371955	-0.0402675	1.3296825	-0.8364385	0.0590515	-0.2996415	0.8525665	-0.9992775	0.2127185	0.4158195	-0.0965155	0.4697465	0.2277715	0.2373815	0.9146115	1.3618345	-0.0942825	-1.2567095	-0.3044035	-0.4977235	-0.0934585	-0.4360075	1.0259205	-0.9285955	1.2586015	-0.4747955	-0.4007065	0.7478945	0.2957155	0.1868335	-0.6284575	1.9902125	-0.4886045	1.0506785	1.5688025	-0.0479515	0.7168755	1.3605395	-0.3652225	0.7039925	-0.2476515	-0.3283695	-0.4199985	0.2126585	-0.2065135	0.5232465	-1.2842675	1.7364415	0.4919825	-0.4781295	-0.4874645	0.2840065	-1.2358715	1.6808285	0.3400345	-0.4866405	-0.2108485	1.2358845	-1.3505655	1.1470595	-1.1395085	-1.3986305	-0.5118025	-0.9810655	-1.4737185	-0.2833935	-0.2605425	0.8671295	2.1243595	-0.3136075	0.1921145	0.4825235	0.4684655	0.0705465	-1.4393395	0.6826605	1.7355315	0.1002515	-1.5575945	1.0217215	0.7188425	1.2562515	1.6875895	0.7558815	0.1060125	-0.6690525	-1.1062355	-1.3499575	0.4042435	0.6190975	1.4189515	-1.1225965	1.1836365	0.0402675	-0.2728765
CECR1	-0.794858	0.544299	0.159642	2.051003	0.220076	0.158285	-0.584404	-0.456644	-0.382955	-0.312499	0.035316	-0.976924	0.06572	0.70378	0.726379	0.49892	-0.920434	0.411361	-0.973982	-0.38883	1.708749	-0.124669	-2.231098	-0.900829	1.594594	-0.616505	-0.719081	0.193769	0.245254	-1.459521	2.128918	-1.645475	-0.517925	0.843264	0.819923	-0.643357	0.088344	0.37474	-1.210977	0.818925	0.675016	0.126794	-0.371121	-0.182011	1.449122	-0.995889	0.817739	-1.094395	-0.30292	0.898513	-0.728457	1.170655	0.427252	1.187181	-0.425705	0.281326	-1.931524	0.108249	-0.194097	-0.016479	0.332614	0.016479	-0.511343	0.835684	-0.107166	-0.300091	-0.812615	1.826375	-0.151982	0.210201	0.556308	-0.531385	1.139234	-2.278046	-0.983502	-0.728194	-1.153285	0.499171	-0.652159	-0.103153	-2.176336	1.038024	0.706842	0.321554	-0.150987	-0.880636	0.352434	1.038885	1.369842	0.733461	-0.410961	0.225208	0.289719	-1.386946	1.979425	0.534357	-0.912267	-1.15404	0.259182	-0.065376	0.57417	0.471965	-0.182297	0.697886	1.666917	-0.259971	-0.128469	-1.443624	0.501248	1.949564	-1.228612	-1.000649	-0.919966	0.927932	-0.430203	-1.238762	-1.308362	0.875929
BCL11B	1.788675	0.027843	0.074072	1.084628	-0.22783	-0.00429	0.034612	-0.594638	-0.121794	-0.241421	-0.053524	-0.647385	1.27126	-0.14483	1.102862	0.499834	-0.396423	1.809841	-0.242997	0.215783	2.158019	1.063673	-0.147608	-0.194817	0.928985	-0.264315	-0.126659	-0.132111	0.005579	-0.262219	0.912926	-0.505089	-0.465989	2.076481	1.524659	-0.159795	0.632728	0.072067	-0.841165	-0.087858	0.377109	-0.254914	-0.460132	0.00429	0.948955	-0.291779	0.640026	-0.309716	0.15518	0.574179	-0.43653	-0.323231	-0.191922	1.119553	2.055994	-0.438688	0.034365	-0.332969	2.144148	0.246759	-0.373921	0.881607	-0.4374	1.424691	-0.455791	-0.400462	0.18154	1.654927	-0.219257	0.146065	0.922047	-0.16378	1.435714	-0.275186	-0.43628	-0.277617	-0.350633	1.241096	-0.332272	0.00429	-0.062973	1.826666	1.416671	-0.147775	-0.135069	-0.21048	-0.375951	0.689428	0.103338	0.132147	-0.35777	-0.658284	0.307664	-0.481832	1.434125	0.219494	0.049425	-0.084994	0.167723	-0.484535	0.597907	-0.470531	0.752221	0.752001	-0.369368	0.368935	1.843062	-0.273349	0.410187	3.626805	-0.621671	1.164462	-0.197648	0.171332	-0.632122	-0.523994	-0.082232	0.182154
CLIC3	0.4302755	-0.0414405	-0.7039125	-0.0035725	0.3982835	0.0723235	0.4140495	-1.0044985	0.1140305	-0.4863905	-1.0541555	-0.0652245	-0.0809995	-0.1512365	0.0306625	-0.8592185	-0.7967205	0.3024425	-0.9283765	-0.6650295	0.2610355	1.0373985	-0.9062805	2.0073885	4.8325885	-0.9035635	1.2593885	-0.8502615	0.2694945	-0.7409375	0.1745835	-0.5089115	0.4620705	2.8742775	-0.0964265	-0.6510825	1.1874455	-0.7333715	0.5459455	2.4537395	2.6486405	-1.2289605	-0.4005755	-0.7530385	0.1470665	1.4395835	4.2874605	-0.3819885	0.7701305	2.2438275	-0.7331845	-0.4285725	2.8517865	1.4080425	-0.1014385	2.7315515	1.6985095	-0.7926395	2.8000755	0.8987685	-0.8540555	0.2611175	0.2294045	-0.7140645	-0.9276665	0.0157255	1.5390845	1.6074485	2.5042715	4.0590335	-0.5657635	0.7444935	-0.0132765	2.7465125	-0.2275565	-0.4810655	-0.3553985	2.8709535	-1.1179225	-0.3376005	-0.5413985	-0.9507005	2.2318885	-0.7273465	0.5539265	2.1639255	0.0035725	2.7747785	-0.6676215	-0.9024825	0.2003965	-1.0171115	0.1487285	0.0629095	0.3506665	2.9605745	2.9796705	-1.4138805	1.3412695	-0.9235925	-0.0532215	-0.0821625	-0.5582065	0.1648475	0.2241035	-0.6736665	1.7466625	0.9967125	0.0304495	2.1090225	-0.9375865	-0.5136895	-1.1600055	-0.6685305	-1.1973575	-0.3320045	-0.4217385	-0.0629085
KCTD14	-0.5378465	0.4487545	0.3783195	-0.5189025	-0.5762365	-0.6425545	-0.4917195	-0.3303825	0.7403915	0.2682645	0.0256935	0.0839355	-0.4336505	-0.7639375	1.4308415	-0.0620955	-0.4787475	-0.8746595	-0.6814895	-0.6615625	1.2008255	-0.8032555	1.1006925	1.8461215	1.5504945	-0.6492785	0.8552805	-0.3012975	0.5854475	-0.0836965	0.7423865	-0.6208115	-0.3243205	2.2682995	2.5867575	-0.2094285	0.2954565	2.3178795	-0.5671515	0.2298875	1.6644535	0.4005315	-0.4238685	-0.6903985	3.5127815	1.5445355	0.4251805	-0.4208155	-0.4070415	-0.6307775	-0.3949175	-0.5189825	-0.0669015	0.9852105	1.5406315	0.0060465	-0.1501075	-0.2732305	-0.5917985	0.1472455	-0.5131665	0.7375305	-0.3657375	1.1932495	1.4791155	0.4437435	2.2470555	0.0299245	-0.1807685	-0.2246145	-0.1096635	0.3745465	0.0039855	-0.1830995	0.5354445	1.7252355	-0.1729385	1.7567605	1.2394535	-0.0010325	-0.4256255	0.2573635	-0.3836005	0.1476075	-0.4470735	0.5266265	0.0746145	0.0010325	0.1636725	-0.1773135	-0.4443745	-0.3331775	-0.0096215	-0.0929495	1.9903265	-0.3885285	-0.2380935	2.4106905	-0.0552075	-0.5768695	0.1151965	-0.7981145	-0.5422615	0.2220995	1.7081995	1.3710615	1.2803555	-0.3636265	1.6385555	-0.4526725	-0.3548155	3.6407465	1.3248415	-0.4447445	-0.5187435	1.0493235	1.9391965	1.4537095
EAF2	-0.613791	1.045555	-0.155739	2.031885	0.304739	0.753658	0.202798	-0.471779	-0.413549	-0.017553	-1.274398	-0.196742	0.041828	0.447371	1.471744	3.141721	-0.477038	2.520179	-0.433604	1.089217	3.687259	-0.401988	-0.888357	-0.096919	0.753859	-0.058292	-0.510545	0.017553	0.494622	0.168768	2.142786	1.926745	-0.498605	0.564628	1.727132	-0.183906	0.344269	0.087577	-0.5699	-0.128555	0.989448	-0.187958	-0.588662	-0.039681	0.741302	-0.373643	1.779597	-0.222682	-0.261867	-0.108408	1.270461	-0.310037	0.378873	1.614694	-0.094317	-0.282901	-0.726155	-0.566101	-0.315088	0.408458	-0.642511	0.995494	-0.225481	-0.878059	-0.611211	-0.692978	0.25848	2.640946	-0.367529	3.154455	0.84747	0.17879	0.605404	-0.65445	-0.815401	1.819201	-0.855117	0.598324	0.902152	0.409652	-0.423211	-0.235192	-0.532805	0.233551	-0.738665	-0.02325	-0.269527	0.806506	0.05403	1.935683	0.952234	-0.771653	-0.651464	-0.402842	1.988379	0.829569	-0.478145	0.247712	-0.042234	-0.931015	-0.477129	0.036872	0.557427	0.486042	-0.321724	1.246178	1.209583	-0.428596	0.504012	1.603318	-0.046043	0.232281	-0.383283	0.642576	-1.018969	0.130682	0.045021	-0.315587
NME7	-0.6080155	0.2764245	-0.8013025	0.8727805	0.3870165	-0.0317675	0.8239775	-0.1115475	-0.8305775	-0.1641235	-0.1751315	1.4971655	-1.3287705	0.5051075	-0.2302405	-0.6049885	-0.5203475	-0.6078565	0.2513375	-1.5608255	-0.9730225	-0.4476015	-1.2809665	0.1421675	-1.5106175	0.0030105	0.1764515	0.3396545	0.8491085	-0.1453885	-0.1769075	0.8525285	0.7061865	0.3512865	-0.0967875	0.9250955	0.3757525	0.4358865	-0.8106255	1.0848975	-1.4404565	1.1089895	0.7121875	0.0977555	1.1483945	0.7644175	-2.3703035	-0.0578115	0.2309575	-0.4021155	-0.8583055	2.1605265	-0.6189395	0.7018525	0.4188565	1.4359075	-0.1964655	0.6623365	-0.3621835	-0.5157615	1.5723955	0.2643905	1.4969185	1.2910815	0.6497355	0.2072635	0.1744335	-0.2491565	-0.5447985	-1.6393165	0.0633975	1.7311175	-1.0003135	-1.4215995	-0.7436685	-1.1013025	0.0280005	-0.5490325	0.4801095	0.3279545	0.0919955	-1.4793485	-0.4995425	-0.9002875	-0.7281595	-0.3970555	0.3091965	-0.8308165	-0.6425015	-0.0854495	1.1862965	1.4973015	0.3844785	-1.6669275	-1.5119625	-0.0030105	-0.0707435	-1.0763065	0.4726825	-1.5799765	-1.6946485	-0.1369295	1.7612225	1.5110525	0.9769675	0.0121515	1.7259965	1.0965065	-1.3703835	-1.1068615	-1.4544315	1.2342375	1.5772255	-0.1731425	-0.7697485	1.0898175	0.3388905	0.2922405
